song_id,song_name,song_popularity,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
3QR92iEfcnqgVFsOr2pCGz,Screwin (with Omarion),53,0f5nVCcR06GX8Qikz0COtT,0.491,0.412,6,-9.378,1,0.122,0.802,0,0.137,0.487,105.076,333582
4yDKPeWA3rJiCNbPALWJjN,Girlfriend,46,0f5nVCcR06GX8Qikz0COtT,0.725,0.795,7,-5.291,1,0.205,0.113,0,0.258,0.852,75.012,284827
3gOBLrOvDovzHL4xBDQw0B,O,49,0f5nVCcR06GX8Qikz0COtT,0.742,0.515,0,-6.265,1,0.0405,0.081,0,0.194,0.587,120.086,280707
29VphGf9Vgmvj9OBFOHZWh,Touch,49,0f5nVCcR06GX8Qikz0COtT,0.828,0.749,9,-7.554,1,0.0556,0.0942,1.71e-4,0.114,0.953,115.053,201733
4N1r0Iiy853aVbYmSXvYli,BDY on Me,47,0f5nVCcR06GX8Qikz0COtT,0.729,0.495,8,-9.854,1,0.0384,0.114,9.54e-5,0.11,0.444,99.999,170463
1GPWHf45DwSziB91p9Phbm,I'm Sayin' (feat. Rich Homie Quan),45,0f5nVCcR06GX8Qikz0COtT,0.776,0.574,8,-6.03,1,0.197,0.00223,0,0.267,0.591,100.162,202200
50UkypyQJbSQLaXHke5Yep,There It Go (The Whistle Song),62,6Uh8uJyN9g7oFjDK16nJgb,0.942,0.892,6,-6.363,0,0.196,0.023,8.97e-4,0.264,0.595,100.007,180493
52ww8AmaQjM5jFOnWLXild,Time Ticking,51,6Uh8uJyN9g7oFjDK16nJgb,0.563,0.885,4,-3.183,1,0.278,0.12,1.19e-5,0.441,0.364,88.586,240611
3eY3wZJPHwVtD4TM518Ov6,Oh Yes,50,6Uh8uJyN9g7oFjDK16nJgb,0.756,0.777,0,-5.1,1,0.233,0.21,0,0.329,0.654,147.865,181333
6dryxLhgEJwiWYt5cDVPEa,Bloody Mary,48,6Uh8uJyN9g7oFjDK16nJgb,0.775,0.793,4,-4.443,0,0.341,0.0922,0,0.181,0.35,116.44,258368
0xBp653LGFv2kW4p4bcrZJ,Dipset (Santana's Town),47,6Uh8uJyN9g7oFjDK16nJgb,0.582,0.739,9,-6.197,1,0.349,0.0178,0,0.306,0.357,79.977,218800
3PtlDRj2jzwDnAfLgvqaSd,Back To The Crib,47,6Uh8uJyN9g7oFjDK16nJgb,0.485,0.874,8,-0.656,1,0.35,0.012,0,0.109,0.573,190.032,264920
2Qi9s58kgfEinCNnTtGez0,23 & 1,45,6Uh8uJyN9g7oFjDK16nJgb,0.764,0.661,11,-7.272,0,0.219,0.227,0,0.323,0.461,97.964,249847
5ih6WJ8hinfleZoPWrdEAl,Rumble Young Man Rumble,38,6Uh8uJyN9g7oFjDK16nJgb,0.533,0.873,2,-2.002,1,0.299,0.0408,0,0.334,0.594,127.318,154867
5YNvWqa6zg1i2OLIugo9GA,Lil' Boy Fresh,37,6Uh8uJyN9g7oFjDK16nJgb,0.465,0.92,11,-3.666,0,0.439,0.34,0,0.401,0.681,82.037,233867
0I87iqN0hbivsEkX5JNKHt,Make It Work For You,33,6Uh8uJyN9g7oFjDK16nJgb,0.825,0.743,4,-5.781,1,0.303,0.0325,0,0.68,0.731,83.217,231173
1BLz7nBzRElSPfg3ndJkHz,Get Throwed,56,45a6gCQWq61lIUDmr1tKuO,0.704,0.803,7,-4.77,1,0.351,0.165,0,0.54,0.529,124.087,233840
2s9NvnrAU9WahyWRa0Ou9m,Give Me That,50,45a6gCQWq61lIUDmr1tKuO,0.62,0.782,8,-6.034,1,0.363,0.00687,0,0.319,0.54,156.109,267520
4IxQS45xVSd2BtULT8Xu0M,You're Everything,47,45a6gCQWq61lIUDmr1tKuO,0.474,0.663,1,-6.196,1,0.129,0.0195,0,0.544,0.141,88.064,276640
1DlA4yTWado4OctIS9TUWL,"You're Everything (feat. Rick Ross, David Banner, 8-Ball & MJG)",46,45a6gCQWq61lIUDmr1tKuO,0.532,0.754,1,-3.954,1,0.126,0.0271,0,0.0985,0.198,131.978,278587
6aRtKOfnM4WqGYtj8uWHkn,Hold U Down,45,45a6gCQWq61lIUDmr1tKuO,0.592,0.459,0,-5.439,0,0.407,0.0489,0,0.0796,0.51,81.444,259187
0JyMIJYiS18147AQSac7BW,Pushin,44,45a6gCQWq61lIUDmr1tKuO,0.705,0.802,6,-3.634,0,0.356,0.0046,0,0.283,0.555,77.904,281907
4oJYNhYWONVv8wh78LZmd2,Draped Up,44,45a6gCQWq61lIUDmr1tKuO,0.781,0.665,1,-3.487,1,0.287,0.0194,0,0.387,0.519,74.918,256080
2pMOLATPaYxPeeU1XfH7Ss,I'm On 2.0,42,45a6gCQWq61lIUDmr1tKuO,0.529,0.826,9,-6.674,0,0.325,0.13,0,0.394,0.632,138.631,301053
2J6uIEuqJ6dXH4y4BYQS2J,"Superstarr (feat. Meechy Darko, CJ Fly & Haile Supreme)",41,45a6gCQWq61lIUDmr1tKuO,0.655,0.677,0,-8.03,1,0.262,0.0234,8.48e-5,0.118,0.329,168.04,248571
2TPqhCHqMt9UoqojXifQZG,That's Gangsta,41,45a6gCQWq61lIUDmr1tKuO,0.622,0.839,6,-6.462,1,0.309,0.052,0,0.0822,0.849,160.05,232880
6Y9kdB2O0h9gq9y2vclsWT,Shorty Wanna Ride,61,4pr7J7wzgObkE3DD3Izi7q,0.582,0.621,11,-6.183,0,0.283,0.00317,0,0.111,0.331,179.458,261320
2v89G6dKQHB3LiV1Ej1vfX,Get Buck,57,4pr7J7wzgObkE3DD3Izi7q,0.797,0.667,1,-6.095,0,0.158,0.545,0,0.0357,0.621,76.51,254493
6YTp4sUEi3oWNToQvOjke6,Money in the Bank (feat. Young Buck) - Remix,54,4pr7J7wzgObkE3DD3Izi7q,0.88,0.693,1,-5.201,1,0.332,0.0599,0,0.248,0.767,75.603,233707
44q90Nlg7a39ZpY8sZeHuM,Mawlee (feat. Young Buck & DJ Afterthought),41,4pr7J7wzgObkE3DD3Izi7q,0.923,0.506,10,-8.73,0,0.329,0.282,0.00564,0.145,0.265,139.938,178286
6qkZ6D3ogNyW2YDWsz7e3z,Let Me In,50,4pr7J7wzgObkE3DD3Izi7q,0.685,0.89,1,-4.302,0,0.32,0.117,0,0.0399,0.67,91.196,224253
7ykCZIIgR7ScaZ8oT434M6,U Ain't Goin Nowhere,50,4pr7J7wzgObkE3DD3Izi7q,0.564,0.633,4,-4.633,1,0.42,0.134,0,0.0846,0.54,177.047,239827
6uazMTZhIbUoTiODfsj8no,Stomp,48,4pr7J7wzgObkE3DD3Izi7q,0.784,0.854,0,-4.627,1,0.311,0.205,0,0.344,0.537,79.994,284120
4Yc1Zlz6o6M8IelSZwauaU,Bang Bang,43,4pr7J7wzgObkE3DD3Izi7q,0.586,0.829,1,-7.312,0,0.437,0.248,0,0.127,0.619,89.073,214360
3g5SJ75imu2dITmfpebSHf,Stay Fly,43,4pr7J7wzgObkE3DD3Izi7q,0.788,0.866,11,-5.911,1,0.0333,0.108,0,0.346,0.642,133.311,238395
5wykZHl6AMMMkfFM9UVMlt,baby get on your knees,43,4pr7J7wzgObkE3DD3Izi7q,0.604,0.622,6,-6.204,1,0.295,0.0102,0,0.516,0.555,85.361,275627
00mojm5rDbk8dhvwHw4IIz,Thug,59,0st5vgzw9XkH5ALJiUM1lE,0.784,0.712,1,-3.674,0,0.0923,0.00874,0.00169,0.121,0.313,156.075,230707
72nHswSA1ycvthWo5XaUHw,3 Kings,52,0st5vgzw9XkH5ALJiUM1lE,0.534,0.676,1,-5.987,1,0.344,0.0766,0,0.136,0.389,75.443,290680
1UMkNyruFOR96TdtBVDGUJ,I Run the Streets,52,0st5vgzw9XkH5ALJiUM1lE,0.708,0.772,0,-6.462,1,0.117,0.00367,4.46e-6,0.264,0.507,147.915,227573
1MWn6b3FqP77V2dpX3wNlo,Anytime,52,0st5vgzw9XkH5ALJiUM1lE,0.788,0.669,8,-6.583,0,0.377,0.075,0,0.0879,0.57,158.051,126160
4XghbFcqHD25tRmsJ9RNyP,Welcome 2 Houston,51,0st5vgzw9XkH5ALJiUM1lE,0.691,0.673,1,-4.004,1,0.257,0.0414,0,0.196,0.211,157.983,537813
1SdIM6ThBbpnYDhu82NICg,Poison,49,0st5vgzw9XkH5ALJiUM1lE,0.694,0.599,4,-6.222,0,0.0576,9.86e-4,1.7e-5,0.107,0.296,102.073,211653
0XDqaGsTZcZRM9rzkq2ATP,BIGslim,48,0st5vgzw9XkH5ALJiUM1lE,0.653,0.835,1,-4.863,0,0.0652,0.0114,1.57e-6,0.283,0.141,90.056,127893
7mCx9zgZCVYDAdLkXh0MDG,Caddy Music,47,0st5vgzw9XkH5ALJiUM1lE,0.653,0.59,0,-3.856,1,0.337,0.254,2.37e-6,0.0997,0.396,178.647,325613
3FPFWe6bA1A4LTRvoVRy1m,Southside,46,0st5vgzw9XkH5ALJiUM1lE,0.741,0.577,8,-9.347,0,0.426,0.0265,0,0.301,0.661,85.948,212453
1u0znawapIjItmHfSpZ6H1,Peaceful,46,0st5vgzw9XkH5ALJiUM1lE,0.636,0.696,4,-6.154,0,0.269,0.0373,0,0.389,0.604,76.904,223285
3rvM0obwHthpskrZKQxYLa,Dipset Anthem,58,0P8YNJXX7QeQ8iZIUCXJgi,0.699,0.696,0,-5.745,1,0.191,0.103,0,0.211,0.428,83.596,249040
1Z5kIJ1ZKzVFSJXG1Y5zFb,I'm Ready,50,0P8YNJXX7QeQ8iZIUCXJgi,0.368,0.909,1,-2.695,1,0.235,0.0242,0,0.337,0.627,166.645,281573
1IQPLs3r6lt4iNrQzAhnWs,I Really Mean It - Skit 1,50,0P8YNJXX7QeQ8iZIUCXJgi,0.576,0.726,0,-4.409,1,0.2,0.0236,1.61e-4,0.678,0.82,81.022,262027
6UyI6iKB6UoVehiKNeIyRz,Who I Am,48,0P8YNJXX7QeQ8iZIUCXJgi,0.648,0.683,1,-5.96,0,0.326,0.228,0,0.81,0.583,82.126,259440
3uuGKBDIGMGhqQRjyhAmKW,Real Ni***s,45,0P8YNJXX7QeQ8iZIUCXJgi,0.674,0.737,10,-5.382,0,0.321,0.132,3.94e-6,0.14,0.646,74.672,226533
6kiPr9joxTFka4DKy7Z40X,"Bout It Bout It..., Part III",44,0P8YNJXX7QeQ8iZIUCXJgi,0.47,0.846,10,-3.938,0,0.103,2.26e-4,0.00208,0.218,0.695,74.666,320800
3cxM7yfW6vBCCxPDLmdPs7,Crunk Muzik,42,0P8YNJXX7QeQ8iZIUCXJgi,0.554,0.863,0,-5.511,1,0.412,0.109,0,0.305,0.687,78.342,256693
6WLzp0YrhReqRSKrpYmB52,My Love,40,0P8YNJXX7QeQ8iZIUCXJgi,0.738,0.817,10,-7.235,1,0.349,0.285,0,0.471,0.885,92.848,202373
5bIQKLoDqRdqZByIEfwQ4i,More Than Music,39,0P8YNJXX7QeQ8iZIUCXJgi,0.655,0.874,1,-1.483,1,0.298,0.111,0,0.122,0.757,79.879,248333
707VNP5fVLsIgiko4UZAza,Hey Ma (Remix),36,0P8YNJXX7QeQ8iZIUCXJgi,0.659,0.664,10,-5.697,0,0.209,0.0309,0.00123,0.336,0.698,90.976,317293
2OqYarizUUGzSSNHPrDEii,Shoulder Lean (feat. T.I.),57,3ZooCJzNMTLpmJaIRUEorI,0.7,0.518,4,-7.191,0,0.177,0.0471,0,0.1,0.542,75.973,258680
7guFTOd0fuKZoT2Z6LQE9w,FDB,51,3ZooCJzNMTLpmJaIRUEorI,0.942,0.773,5,-4.855,1,0.208,0.0378,0,0.0736,0.648,125.075,220808
3kK1rjPGWTgBzhGkwlJuAJ,We In Da City,43,3ZooCJzNMTLpmJaIRUEorI,0.737,0.673,1,-5.381,0,0.0682,2.33e-4,0,0.092,0.266,139.985,205812
0CAh5ReeIyCizdQrZHPG9v,Ain't I (Remix),41,3ZooCJzNMTLpmJaIRUEorI,0.514,0.838,11,-5.353,1,0.0649,0.00297,0,0.593,0.324,77.491,224427
6naGRp5hPdsyIJo0yokznl,Rubberband Banks,41,3ZooCJzNMTLpmJaIRUEorI,0.793,0.648,2,-7.3,1,0.277,0.124,0,0.0465,0.852,156.162,289040
4VCFCQHaNWZ4rz4prBAqTC,"FDB (Remix) [feat. DJ Drama, French Montana, T.I. and Trinidad James]",34,3ZooCJzNMTLpmJaIRUEorI,0.862,0.538,0,-9.878,1,0.343,0.0207,0,0.151,0.704,125.035,287960
1Bs8ye3i3qSJtaadQPRyU4,Ugh,34,3ZooCJzNMTLpmJaIRUEorI,0.723,0.861,2,-6.11,1,0.125,0.222,0,0.068,0.882,142.021,195099
4RkHeBEelNIvSm4pjJFKbI,My Girl (feat. T.I.),33,3ZooCJzNMTLpmJaIRUEorI,0.788,0.751,5,-5.526,1,0.165,0.0384,0,0.109,0.627,146.05,322480
5q53woJL4Qf3OTEIzOzJx2,Tik Tok,33,3ZooCJzNMTLpmJaIRUEorI,0.972,0.4,10,-10.044,1,0.599,0.0337,0,0.115,0.908,116.02,219328
2yKMq4v3l5GMbkDDYo6WvW,We In Da City Remix (feat. T.I.),31,3ZooCJzNMTLpmJaIRUEorI,0.675,0.773,1,-3.232,0,0.0713,0.00102,0,0.0865,0.341,140.011,275529
3YqJ0iaDWM0aqEDQExd2j3,Don't Like.1,63,5pnbUBPifNnlusY8kTBivi,0.657,0.611,6,-5.415,0,0.225,0.00937,0,0.146,0.616,132.062,283653
3hn9vGtYlacbfW5kPvcECW,Money Talks,56,5pnbUBPifNnlusY8kTBivi,0.611,0.898,8,-4.578,1,0.296,0.159,0,0.215,0.633,86.468,218207
66PlVvBwKgTseZ1vCU3e46,U Make Me Wanna,56,5pnbUBPifNnlusY8kTBivi,0.686,0.818,5,-5.111,0,0.241,0.0374,0,0.329,0.633,83.182,293800
3FYSNSTUCqAZGfwEd8ui4l,We Gonna Make It,56,5pnbUBPifNnlusY8kTBivi,0.514,0.961,2,-3.726,0,0.347,0.178,1.64e-6,0.146,0.686,87.211,213827
3HicZmZQqn09gi8xG7v9iZ,Black Illuminati (feat. Jadakiss),55,5pnbUBPifNnlusY8kTBivi,0.636,0.583,9,-5.115,0,0.426,0.0531,0,0.364,0.282,180.939,229333
7ETKvvR97gJ28mAiOJoFD4,Damn Shame,54,5pnbUBPifNnlusY8kTBivi,0.504,0.603,1,-7.785,1,0.274,0.0286,0,0.204,0.471,152.446,137939
58LflM1owDAzQkYIL7ayCX,Why,54,5pnbUBPifNnlusY8kTBivi,0.602,0.938,1,-3.378,0,0.238,0.0164,0,0.0612,0.562,168.417,240000
4akL8L4126WSpzAloEqcwQ,Bricks & Bags,54,5pnbUBPifNnlusY8kTBivi,0.745,0.691,10,-6.916,0,0.246,0.198,0,0.176,0.457,88.024,222308
49Ykmnm13jNIDRlll9zTKk,Rearview Mirror,53,5pnbUBPifNnlusY8kTBivi,0.682,0.724,1,-5.183,1,0.308,0.0791,0,0.122,0.595,89.665,181333
5AccFIyJNVNwygPIsZd6Wn,"Switch Sides (Feat. Jadakiss, Eddy I, 5Th Pxwer)",53,5pnbUBPifNnlusY8kTBivi,0.686,0.69,11,-7.152,0,0.377,0.00209,0,0.102,0.724,93.081,175596
4rICUbwZZuqUOcgQgtux2k,Feel It In The Air,59,0tCtGc5vt29zFZp6KXzN50,0.358,0.596,3,-11.906,0,0.224,0.147,0,0.212,0.484,178.008,246160
2KoaXm6LKmR95sO2HEEhhe,It's On,49,0tCtGc5vt29zFZp6KXzN50,0.512,0.887,0,-4.245,1,0.345,0.0166,0,0.0764,0.649,78.752,305200
25UDXU77NBkHIjJUimRelp,Lock Load (with Beanie Sigel),48,0tCtGc5vt29zFZp6KXzN50,0.365,0.728,4,-6.306,1,0.172,0.0347,0,0.206,0.592,151.792,259337
2037Ob3nwf6lnMCByEoTSB,The Truth,48,0tCtGc5vt29zFZp6KXzN50,0.724,0.802,5,-5.707,1,0.34,0.0215,0.00141,0.191,0.565,82.052,249627
4UPyqSVCf0ukiBbi0MvLDW,This Can't Be Life,47,0tCtGc5vt29zFZp6KXzN50,0.658,0.809,6,-5.462,0,0.302,0.236,1.17e-6,0.389,0.648,84.525,288227
67t2pIIrrdBWFr0u8y4L1b,Beanie (Mack B****),45,0tCtGc5vt29zFZp6KXzN50,0.767,0.785,9,-4.235,1,0.28,0.0188,1.45e-5,0.053,0.539,93.022,253667
5WHAySW7mtAKHsaUh9N1Rr,Roc The Mic,43,0tCtGc5vt29zFZp6KXzN50,0.869,0.555,11,-8.626,0,0.393,0.0883,0,0.0492,0.922,95.177,263187
0P6MfJyIKSLd1PvzQy2w2e,1-900-Hustler,41,0tCtGc5vt29zFZp6KXzN50,0.478,0.911,1,-4.617,1,0.432,0.0862,0,0.296,0.587,179.979,230707
00hLXIe28fT2kqQNYE7uNc,Nothing Like It,39,0tCtGc5vt29zFZp6KXzN50,0.593,0.673,8,-4.555,0,0.273,0.148,1.15e-6,0.344,0.724,84.026,202760
3mmyWgZhhL8QlblPguccP7,Champions,39,0tCtGc5vt29zFZp6KXzN50,0.476,0.915,1,-4.302,1,0.486,0.045,0,0.0714,0.585,79.159,372027
2aSC2xhRxOLiiZZVjhbylH,"Hold On, We're Going Home",73,4HzKw8XcD0piJmDrrPRCYk,0.777,0.414,6,-7.44,0,0.0946,0.00421,2.73e-5,0.0724,0.287,100.002,227880
2lBExcAjBgX7Jb480goU9B,Stars Align (with Drake),70,4HzKw8XcD0piJmDrrPRCYk,0.763,0.667,2,-6.285,1,0.085,0.021,2.4e-5,0.0715,0.75,95.864,260520
2U474RK9GnAqXXh5YqigaY,Different (With Majid Jordan),65,4HzKw8XcD0piJmDrrPRCYk,0.501,0.451,6,-7.396,1,0.142,0.539,4.12e-6,0.113,0.612,200.015,146400
3ppVO2tyWRRznNmONvt7Se,Summers Over Interlude,63,4HzKw8XcD0piJmDrrPRCYk,0.699,0.255,4,-8.647,0,0.0303,0.405,0.00242,0.0985,0.242,132.031,106333
1VcORtwbt560HNpnDMyCCu,Open (feat. Majid Jordan),61,4HzKw8XcD0piJmDrrPRCYk,0.691,0.501,1,-9.089,0,0.045,0.0499,1.1e-4,0.131,0.332,126.93,227947
6GatnDEhYQLOdRzdVbJaky,Her,59,4HzKw8XcD0piJmDrrPRCYk,0.675,0.5,1,-6.6,1,0.0516,0.0037200000000000002,0.00268,0.114,0.0709,90.029,300729
5JN0dpZxu1EPljO8AyfcoV,Waves of Blue,56,4HzKw8XcD0piJmDrrPRCYk,0.652,0.861,6,-4.863,0,0.0565,0.00743,2.25e-5,0.337,0.333,99.983,208747
1opARDDYaOeE1QUdwXmBGu,Caught Up (feat. Khalid),58,4HzKw8XcD0piJmDrrPRCYk,0.678,0.438,9,-8.847,0,0.0577,0.29,0,0.0838,0.501,81.498,247546
6RD9GItAGZ3gbUbx14okHF,One I Want (feat. PARTYNEXTDOOR),54,4HzKw8XcD0piJmDrrPRCYk,0.913,0.223,11,-12.421,0,0.321,0.257,8.78e-5,0.0786,0.35,139.968,212547
3V35bKSSm4usoSPjdaRGMx,Gave Your Love Away,54,4HzKw8XcD0piJmDrrPRCYk,0.826,0.47,5,-5.487,0,0.0343,0.025,0.00337,0.1,0.541,100.989,285160
0PXp9QxBfSKGGpWUNaws2X,Drama (feat. Drake),76,7mDU6nMUJnOSY2Hkjz5oqM,0.709,0.362,11,-9.814,1,0.055,0.157,0,0.109,0.113,122.043,251860
1CRy08G60mS5jvhB27xMpS,Juliet & Romeo,60,7mDU6nMUJnOSY2Hkjz5oqM,0.712,0.664,11,-8.026,1,0.0345,0.0416,1.04e-4,0.0668,0.781,122.014,204514
5ChrCVSERccPyn3p2Clsum,Insecure,59,7mDU6nMUJnOSY2Hkjz5oqM,0.756,0.484,4,-9.727,0,0.0497,0.311,0,0.11,0.414,92.056,188133
2yTTfOaptQVJiocgjoQFfi,Get You Good,58,7mDU6nMUJnOSY2Hkjz5oqM,0.69,0.502,0,-7.077,0,0.0638,0.0306,0,0.145,0.329,86.185,226632
6ISm3GwztEFGsDKuF2X8fl,Touch You,56,7mDU6nMUJnOSY2Hkjz5oqM,0.785,0.342,1,-7.755,1,0.0537,0.695,0,0.111,0.583,102.986,158738
49VzL5oBsUICN7U34T98b9,Instinct (feat. MadeinTYO),55,7mDU6nMUJnOSY2Hkjz5oqM,0.711,0.462,10,-7.132,0,0.055,0.476,3.86e-5,0.108,0.294,84.04,174311
4PZ4xyWBCCJqAeWI8uSLca,Down Girl,53,7mDU6nMUJnOSY2Hkjz5oqM,0.797,0.507,1,-9.214,1,0.0694,0.308,0,0.108,0.447,102.069,169604
4CluZnxfygZoo4OwFm0xUd,Love You,51,7mDU6nMUJnOSY2Hkjz5oqM,0.541,0.399,11,-10.414,1,0.131,0.723,6.02e-5,0.111,0.392,203.893,197721
3VkoSghZ6EeLizE8meDCX8,Too Much,51,7mDU6nMUJnOSY2Hkjz5oqM,0.744,0.829,7,-7.301,1,0.0408,0.0461,1.74e-4,0.163,0.332,126.014,125714
7fAQUClRFDKCu1GKAEEtIa,Speeding,40,7mDU6nMUJnOSY2Hkjz5oqM,0.823,0.657,10,-5.649,0,0.0453,0.078,0,0.13,0.379,128.026,184730
3J8EOeKLTLXORtWPpOU5bE,Calling My Phone,82,4IVAbR2w4JJNJDDRFP3E83,0.907,0.393,4,-7.636,0,0.053900000000000003,0.451,1.35e-6,0.135,0.202,104.949,205458
4at3d5QWnlibMVN75ECDrp,Pretty Little Fears (feat. J. Cole),74,4IVAbR2w4JJNJDDRFP3E83,0.61,0.458,9,-11.336,1,0.36,0.696,1.03e-4,0.0852,0.246,192.099,240342
6Hgh47WXVKtXN5zGOu0hjI,OTW,73,4IVAbR2w4JJNJDDRFP3E83,0.652,0.678,2,-6.183,1,0.0541,0.183,3.26e-5,0.106,0.28,72.989,263014
4AtZRwSR8BOTTQg5ihSggt,PRBLMS,72,4IVAbR2w4JJNJDDRFP3E83,0.417,0.58,9,-4.574,1,0.207,0.0307,1.45e-6,0.179,0.139,68.58,246773
0GAyuCo975IHGxxiLKDufB,l e t . g o . m y . h a n d (with Bas & 6LACK),69,4IVAbR2w4JJNJDDRFP3E83,0.583,0.625,1,-8.011,1,0.277,0.506,0,0.196,0.516,89.812,266291
2upubCYkDvATo6ZZwHqrp9,VIP *-*,67,4IVAbR2w4JJNJDDRFP3E83,0.754,0.846,4,-5.114,0,0.0486,0.278,4e-5,0.519,0.913,99.987,176400
3Vj8RQkFwOmDvUrwu6MtQZ,"Yo Love - From ""Queen & Slim: The Soundtrack""",66,4IVAbR2w4JJNJDDRFP3E83,0.703,0.573,0,-9.032,1,0.0724,0.565,3.13e-6,0.0987,0.491,147.038,143830
2I88NEWpKrAPZuapXNV5G6,Belong to You (feat. 6LACK),66,4IVAbR2w4JJNJDDRFP3E83,0.605,0.553,10,-10.845,0,0.101,0.274,0.0152,0.184,0.62,152.076,185617
1MQ8ydvrTnn2QJgXFATJvD,Ex Calling,65,4IVAbR2w4JJNJDDRFP3E83,0.773,0.564,1,-7.241,1,0.249,0.00561,1.99e-5,0.213,0.0588,155.976,211960
7fsNNSLGG8Wi0nFbufCU6L,Know My Rights (feat. Lil Baby),64,4IVAbR2w4JJNJDDRFP3E83,0.789,0.419,1,-9.874,0,0.157,0.249,0.0257,0.123,0.542,117.988,194396
0K83VVfg5Y4bPoZ4kmytKH,Late Night Drive,53,4W49e48G0gg1pucAN6JiGH,0.491,0.375,6,-10.031,0,0.2,0.382,0,0.103,0.19,97.116,252372
4lloQRaCOcbv3OekRnaQWB,Alone,52,4W49e48G0gg1pucAN6JiGH,0.796,0.415,7,-10.986,0,0.0718,0.735,0,0.0824,0.212,125.971,169066
1Q7mhUVsCAWvzJkndM3wpm,High off You,47,4W49e48G0gg1pucAN6JiGH,0.631,0.319,0,-13.056,0,0.315,0.472,0,0.303,0.345,80.048,179293
6MpLANBXouOMIERMBbMJ38,Shine Like Beyoncé,47,4W49e48G0gg1pucAN6JiGH,0.766,0.467,8,-7.17,1,0.231,0.603,0,0.101,0.416,79.516,171267
2VSnwBXZLxPJoAHyDRyxrW,Night Calls,47,4W49e48G0gg1pucAN6JiGH,0.86,0.471,10,-11.248,0,0.235,0.133,0,0.115,0.377,139.951,215316
37MS15pVLTyY7TgqiKsDSs,Waves,46,4W49e48G0gg1pucAN6JiGH,0.655,0.364,5,-12.275,0,0.0826,0.2,0.00126,0.108,0.179,97.295,209267
0zvH4HaspZive11VdHtaDP,Safe With Me,46,4W49e48G0gg1pucAN6JiGH,0.728,0.64,8,-7.413,1,0.0456,0.388,2.84e-4,0.122,0.337,97.015,207933
7fJm6BeUz3Qvd97jbTL99K,Closer,44,4W49e48G0gg1pucAN6JiGH,0.518,0.45,8,-11.284,1,0.0622,0.656,1.41e-6,0.0828,0.151,100.937,240148
4zNTeiUOs5bGQGKrHSQqGi,Moonlight,43,4W49e48G0gg1pucAN6JiGH,0.63,0.436,9,-10.81,1,0.109,0.214,1.26e-6,0.126,0.0534,116.902,218213
5hMZqJyng6J0Xtngbqn4kj,Time & Space,42,4W49e48G0gg1pucAN6JiGH,0.511,0.355,7,-11.531,1,0.138,0.303,1.15e-6,0.105,0.382,136.814,199541
1Bh0ORYmPetXrGZjV9T8Fa,Between Us (feat. 21 Savage),47,5J7URjIP8aFmeSn2QwF9Au,0.673,0.554,1,-7.071,1,0.0641,0.523,0,0.0998,0.0774,110.889,263192
3b4i0Pv3fumAFzp11O0VBY,Cash Flow,45,5J7URjIP8aFmeSn2QwF9Au,0.576,0.453,8,-11.463,1,0.18,0.526,2.75e-6,0.135,0.172,98.884,194320
6akhN7c2f1pDq1cSv5MEym,Ridin' Shotgun,44,5J7URjIP8aFmeSn2QwF9Au,0.748,0.373,5,-8.86,1,0.146,0.0346,0,0.097,0.792,78.493,113614
7x2ZARlOe2Sjg5WM4VxdJF,Gravity,41,5J7URjIP8aFmeSn2QwF9Au,0.782,0.296,0,-7.75,1,0.0454,0.508,7.26e-5,0.343,0.537,111.984,158955
4ewCBxbEpwvdpMUgKcw0ji,City of the Rose,39,5J7URjIP8aFmeSn2QwF9Au,0.569,0.415,6,-12.193,0,0.0408,0.363,0,0.388,0.336,115.057,211636
0dluFebv5dTVy464JVVvaI,XXX,39,5J7URjIP8aFmeSn2QwF9Au,0.689,0.419,7,-12.51,0,0.0361,0.00696,0,0.111,0.164,110.486,176787
0jaZKGKMPf0lssnTXTuH3h,We Don't Kick It Like We Used 2,38,5J7URjIP8aFmeSn2QwF9Au,0.657,0.569,6,-5.05,1,0.0489,0.733,0,0.167,0.704,79.76,154281
5Rzxxv8SE6XgmY7qdHQVFa,Untitled,36,5J7URjIP8aFmeSn2QwF9Au,0.501,0.428,11,-11.671,1,0.115,0.68,0,0.108,0.457,121.827,160654
2Ei2K3i4KTNlV63uEUaxIf,Think About Me,34,5J7URjIP8aFmeSn2QwF9Au,0.622,0.517,7,-7.639,1,0.102,0.726,0,0.103,0.636,90.118,208493
3rzq1eIy8UNbc1LqbmTAPX,My Way,31,5J7URjIP8aFmeSn2QwF9Au,0.605,0.543,5,-5.992,1,0.148,0.214,0,0.106,0.628,96.189,191503
3EG9FJ0ToLfgnc1IG2Z1wz,SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),78,3tlXnStJ1fFhdScmQeLpuG,0.468,0.652,0,-4.912,1,0.0722,0.333,3.18e-4,0.55,0.39,140.223,588139
5VlTQnZO89Ioku8ssdbqJk,Dead Man Walking,77,3tlXnStJ1fFhdScmQeLpuG,0.505,0.267,9,-13.763,0,0.05,0.279,0,0.096,0.439,143.929,247080
